minzui,1.15357,0.78602,1.70634,0.694701,3.16216,11.6821,-6.35605,3.68913,-2.07686,1.68617,-0.205892,-0.768682,0.769807,0.284608,0.133419,-5.4225,-0.0388556,-0.311775,-1.05349,3.7777,2.78894,-0.207853,1.94822,-1.12292,0.561715,0.803033,-2.14711,-2.28044,-1.16224,-0.678681,-2.01841,0.808798
zhoumei,2.68361,-0.165817,4.15498,-1.36181,3.24514,2.66199,-12.5982,7.6239,-0.443946,9.83045,2.58184,-1.03894,1.00535,3.31193,4.07335,1.9169,1.59897,0.783923,1.49703,5.09095,5.02148,4.72435,-1.92749,2.15647,3.10241,4.57762,1.99356,-1.2531,1.81244,-3.26372,-2.65986,2.90729
zhangzuixiao,1.60309,-0.179156,1.38422,-1.11752,-2.42414,2.24997,-3.24465,0.894112,0.255473,0.516799,0.52673,0.873895,1.6341,0.738329,-2.15252,0.648703,-0.942272,-0.215558,-1.38952,2.60629,2.884,1.10307,0.0579896,1.52653,0.258327,2.09836,2.07859,1.04328,0.359396,1.94749,3.33808,0.115206
bizuixiao,-0.96585,-0.987884,-1.72183,1.92054,1.44368,6.41887,-2.48896,2.32201,-1.57869,-0.0232551,1.06335,-3.65486,0.246497,0.847814,0.733769,-2.82628,-2.98809,0.810684,-0.954195,1.39966,2.35257,0.0651978,-0.999201,-0.768619,3.83495,0.131497,0.549719,-1.81695,0.702078,0.547563,-4.66067,1.89837
tushe,1.53885,0.75435,-0.353501,3.40385,-4.34688,-0.0866424,-2.21459,2.86232,-0.364391,1.25673,-2.47368,2.07705,-0.668959,-0.8685,-1.08716,0.960049,0.115855,2.28968,1.73536,-1.02862,-0.604652,0.270765,0.569691,2.66826,-1.06575,-0.221616,0.800826,-1.20541,-0.0798981,0.798079,0.152031,3.21062
biyanzuo,2.38266,0.587949,7.11005,-0.537486,-2.66344,-1.28873,-8.8045,6.25898,-0.712946,3.62502,-0.832814,7.12126,-1.21642,1.90053,-0.651245,-1.87624,1.08845,1.13967,2.39923,4.49177,-0.467744,1.54366,1.19277,1.55527,-0.852679,3.23197,1.18142,-0.951374,-0.466971,-0.798067,3.10232,2.25527
biyanyou,3.08294,-0.542297,4.10664,-2.50184,3.05379,1.84565,-4.90962,3.1392,0.475867,1.8438,-0.739749,1.2407,-0.598733,1.45217,-0.578879,-1.91695,0.294999,-1.39828,3.67031,3.33587,0.06975,0.315442,1.61992,-0.868587,0.510247,3.10211,-1.94835,1.00172,-0.122366,4.69115,-3.67005,-0.515735
